index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
420301,467,2,23/07/2013,1448,1,0,0,1,9779
561308,817,2,24/03/2015,2719,1,0,0,0,18973
161879,124,6,03/08/2013,299,1,0,0,0,2752
88071,297,7,31/05/2015,0,0,0,0,0,0
667957,31,1,12/08/2013,791,1,1,0,0,8361
461769,949,6,05/07/2014,382,1,0,0,0,3641
189653,429,3,21/08/2013,373,1,0,0,1,3826
101585,615,6,15/02/2014,1186,1,0,0,0,9172
96818,182,5,09/05/2014,513,1,1,0,0,5640
180068,736,1,13/07/2015,614,1,1,0,0,7815
146511,276,2,04/02/2014,658,1,1,0,0,7098
106992,687,4,09/05/2013,0,0,0,a,0,0
86856,401,4,10/01/2013,679,1,1,0,0,6674
282854,815,7,31/05/2015,0,0,0,0,0,0
130213,329,1,02/06/2014,814,1,1,0,0,9004
128909,910,5,06/12/2013,592,1,1,0,0,6375
253977,473,7,16/02/2014,0,0,0,0,0,0
290750,1017,2,05/02/2013,1236,1,1,0,1,10632
167687,408,4,22/01/2015,383,1,0,0,0,3853
22948,822,3,28/08/2013,731,1,1,0,0,7333
146572,393,2,10/02/2015,518,1,0,0,0,4880
278220,105,6,04/10/2014,410,1,0,0,0,3967
193421,1083,4,28/08/2014,290,1,0,0,1,3537
675643,918,1,23/09/2013,666,1,1,0,0,6890
349381,1081,7,01/09/2013,701,1,0,0,0,5086
600189,692,1,30/03/2015,1054,1,1,0,1,13044
456852,239,6,12/04/2014,508,1,0,0,0,4799
180513,618,6,04/10/2014,578,1,0,0,0,5669
625419,962,3,26/02/2014,757,1,0,0,0,5840
38033,332,5,08/05/2015,539,1,1,0,0,5671
545238,461,2,28/01/2014,330,1,0,0,0,3266
23886,1000,4,27/03/2014,575,1,0,0,0,5131
385078,54,7,12/05/2013,0,0,0,0,0,0
401834,697,2,07/04/2015,1019,1,0,0,1,8430
232839,70,4,31/07/2014,766,1,1,0,1,8243
160074,1000,3,18/12/2013,824,1,1,0,0,10035
74012,494,7,03/02/2013,1247,1,0,0,0,7555
365263,772,4,31/07/2014,558,1,1,0,1,5607
615889,264,7,31/08/2014,0,0,0,0,0,0
63219,219,3,19/11/2014,438,1,0,0,0,4250
2313,406,4,28/02/2013,324,1,0,0,0,3477
375534,749,5,13/09/2013,815,1,1,0,0,7895
360514,649,6,30/03/2013,292,1,0,0,0,2792
617338,1022,5,02/01/2015,804,1,0,0,1,7201
634524,431,5,21/06/2013,1062,1,1,0,0,9357
482134,422,1,14/10/2013,467,1,0,0,1,4043
141098,376,6,14/09/2013,694,1,0,0,0,6651
525841,377,2,22/01/2013,909,1,1,0,0,8449
561047,582,4,25/06/2015,780,1,0,0,0,6419
542913,560,3,10/06/2015,1415,1,0,0,0,10365
568805,481,2,17/06/2014,559,1,1,0,0,6173
176951,864,3,13/11/2013,585,1,0,0,0,4910
635321,180,7,21/07/2013,0,0,0,0,0,0
510669,644,4,20/02/2014,983,1,1,0,0,8572
658340,537,7,23/06/2013,0,0,0,0,0,0
363664,796,5,27/09/2013,697,1,1,0,0,6946
458414,937,4,11/04/2013,560,1,1,0,0,5814
362328,397,1,22/04/2013,804,1,1,0,0,8438
573121,656,6,07/02/2015,367,1,0,0,0,3437
100188,368,5,31/01/2014,732,1,0,0,0,7771
644357,257,5,19/12/2014,764,1,1,0,0,8675
388975,23,5,01/02/2013,532,1,0,0,0,5629
392994,927,1,25/05/2015,0,0,0,a,0,0
470028,8,7,27/10/2013,0,0,0,0,0,0
204821,583,7,07/04/2013,0,0,0,0,0,0
469749,496,3,20/03/2013,839,1,1,0,0,7414
388830,875,4,13/11/2014,455,1,1,0,0,4944
356279,932,3,14/05/2014,652,1,0,0,0,5542
409250,1007,7,17/05/2015,0,0,0,0,0,0
400348,242,2,30/07/2013,437,1,1,0,1,5308
216616,776,5,31/10/2014,646,1,0,0,0,6095
8592,638,2,03/09/2013,421,1,0,0,1,4046
673820,962,4,13/03/2014,746,1,0,0,0,5837
349492,283,6,12/01/2013,670,1,0,0,0,6166
593593,998,4,04/07/2013,536,1,1,0,0,5693
588319,101,4,06/06/2013,802,1,1,0,0,7636
116871,238,7,16/11/2014,0,0,0,0,0,0
408121,968,5,01/11/2013,1042,1,0,0,1,8443
340227,324,2,24/09/2013,1033,1,1,0,0,8754
560367,570,5,01/02/2013,775,1,0,0,0,6788
415756,113,2,27/05/2014,510,1,0,0,0,4757
299520,403,5,20/06/2014,994,1,1,0,0,8778
633910,1104,4,28/05/2015,363,1,0,0,1,4355
271560,871,4,26/02/2015,410,1,0,0,0,4146
352245,839,3,13/05/2015,587,1,0,0,0,5190
543482,629,7,03/03/2013,0,0,0,0,0,0
618719,709,1,11/02/2013,1429,1,0,0,0,9608
300934,430,6,09/03/2013,742,1,0,0,0,7064
429988,322,5,29/03/2013,0,0,1,b,1,0
157153,987,1,16/03/2015,1049,1,1,0,0,10338
441365,851,6,20/06/2015,460,1,0,0,0,4402
226872,734,5,12/12/2014,528,1,0,0,0,5536
243292,123,2,08/01/2013,1143,1,1,0,0,9896
648476,932,7,08/02/2015,0,0,0,0,0,0
344102,915,7,12/04/2015,0,0,0,0,0,0
688250,445,2,04/03/2014,1552,1,1,0,0,12929
234322,643,1,16/06/2014,1117,1,1,0,0,11079
528409,53,4,20/02/2014,494,1,1,0,0,6111
375053,514,7,26/04/2015,0,0,0,0,0,0
192590,78,4,14/08/2014,430,1,0,0,1,3996
217288,853,6,11/07/2015,930,1,0,0,0,8119
97955,254,4,26/06/2014,168,1,0,0,0,1963
143064,252,7,15/02/2015,0,0,0,0,0,0
534712,545,2,21/10/2014,1067,1,1,0,0,9845
529632,326,6,28/12/2013,502,1,0,0,0,4903
125279,508,5,27/12/2013,749,1,0,0,1,6743
300350,672,6,29/11/2014,1951,1,0,0,0,13811
227979,118,7,11/05/2014,0,0,0,0,0,0
582793,993,1,27/01/2014,646,1,0,0,0,5446
126337,113,7,05/04/2015,0,0,0,0,0,0
700563,497,6,28/06/2014,846,1,0,0,0,7429
662716,1015,1,18/08/2014,611,1,1,0,1,6959
257608,535,3,17/12/2014,1010,1,1,0,0,11374
620155,289,6,18/05/2013,615,1,0,0,0,5919
99875,971,5,10/10/2014,827,1,1,0,1,7298
288734,543,2,18/06/2013,327,1,1,0,0,3922
298956,36,6,19/10/2013,1048,1,0,0,0,7963
344647,555,7,02/02/2014,0,0,0,0,0,0
207020,127,7,01/03/2015,0,0,0,0,0,0
84006,849,3,13/05/2015,929,1,0,0,0,7535
113680,381,2,18/02/2014,1123,1,1,0,0,10250
270489,1104,5,15/11/2013,397,1,0,0,0,4138
393000,781,4,25/06/2015,592,1,0,0,0,5258
447370,561,3,09/01/2013,684,1,1,0,0,6493
447506,939,2,29/01/2013,425,1,0,0,0,4112
84354,813,4,24/01/2013,673,1,1,0,0,5920
111345,769,1,12/01/2015,3327,1,1,0,0,13278
157917,1006,4,19/06/2014,882,1,1,0,0,7500
150997,841,3,13/03/2013,288,1,0,0,0,2552
366512,683,5,10/05/2013,967,1,0,0,1,7795
339849,473,2,17/02/2015,218,1,1,0,0,2508
484527,769,2,17/03/2015,3472,1,1,0,0,12348
538430,428,7,04/08/2013,0,0,0,0,0,0
407915,741,4,11/09/2014,962,1,0,0,0,7426
44896,727,2,22/10/2013,485,1,1,0,1,5480
475037,918,6,22/06/2013,319,1,0,0,0,2843
143569,51,7,18/01/2015,0,0,0,0,0,0
485860,91,6,09/08/2014,593,1,0,0,0,5656
27161,613,2,20/05/2014,944,1,1,0,0,8612
607221,698,4,13/02/2014,1870,1,0,0,0,12608
98633,462,4,01/01/2015,0,0,0,a,1,0
651438,790,5,14/02/2014,732,1,0,0,0,6537
581510,660,5,04/01/2013,410,1,0,0,1,3738
547713,706,2,17/06/2014,526,1,1,0,1,6209
453555,1045,7,03/05/2015,446,1,0,0,0,3781
659778,141,2,18/06/2013,644,1,1,0,0,6688
649638,1000,4,23/05/2013,671,1,0,0,1,6046
665495,594,2,20/05/2014,550,1,1,0,0,6114
165885,355,4,05/12/2013,1258,1,1,0,0,11890
164238,954,3,08/07/2015,812,1,0,0,1,6659
245226,484,2,05/11/2013,692,1,1,0,0,7209
661532,182,7,25/05/2014,0,0,0,0,0,0
220610,908,2,29/10/2013,311,1,0,0,0,3125
521539,810,6,20/07/2013,494,1,0,0,0,4618
606218,105,3,24/09/2014,573,1,0,0,0,4936
122900,43,7,26/07/2015,0,0,0,0,0,0
115686,669,2,19/05/2015,416,1,1,0,0,4970
648358,197,1,27/05/2013,1023,1,1,0,0,10175
398979,1083,5,08/05/2015,420,1,1,0,0,5341
128601,881,7,25/08/2013,0,0,0,0,0,0
610571,707,4,15/05/2014,834,1,0,0,0,6784
532207,49,6,23/03/2013,518,1,0,0,0,5778
195598,527,5,24/07/2015,893,1,0,0,1,8008
169608,637,6,30/05/2015,595,1,0,0,0,6294
538624,208,4,27/03/2014,309,1,0,0,0,3197
199034,551,6,14/09/2013,810,1,0,0,0,6707
414117,382,7,24/11/2013,0,0,0,0,0,0
37442,210,6,02/05/2015,418,1,0,0,0,4366
277888,1057,7,27/10/2013,0,0,0,0,0,0
277760,802,7,27/10/2013,0,0,0,0,0,0
526764,393,2,19/03/2013,619,1,1,0,0,6676
244591,96,1,09/09/2013,707,1,1,0,0,8027
538705,910,2,24/03/2015,530,1,0,0,0,4694
428256,902,5,07/03/2014,602,1,1,0,1,6184
508515,659,6,27/06/2015,405,1,0,0,0,4051
418807,1092,7,29/03/2015,0,0,0,0,0,0
281167,264,2,19/05/2015,977,1,1,0,0,8812
258954,258,1,25/05/2015,0,0,0,a,0,0
448216,765,3,21/05/2014,729,1,1,0,0,7458
399748,324,4,27/03/2014,653,1,0,0,0,5613
73329,28,4,15/05/2014,627,1,0,0,0,5430
260442,49,1,23/12/2013,1214,1,0,0,1,14334
297131,1050,7,13/07/2014,0,0,0,0,0,0
494720,472,7,05/10/2014,0,0,0,0,0,0
540045,92,3,05/02/2014,561,1,1,0,0,6080
216384,936,1,13/01/2014,840,1,0,0,0,6521
207314,145,2,02/06/2015,1239,1,1,0,1,11397
82183,291,1,21/01/2013,1055,1,1,0,0,10086
187216,280,4,30/07/2015,531,1,1,0,1,6240
486514,15,1,05/01/2015,818,1,1,0,1,8928
36423,549,7,03/02/2013,0,0,0,0,0,0
359459,568,7,11/01/2015,0,0,0,0,0,0
77870,303,1,28/07/2014,0,0,1,0,1,0
250,120,3,27/02/2013,579,1,0,0,0,5156
345260,101,7,21/06/2015,0,0,0,0,0,0
690315,191,7,08/02/2015,0,0,0,0,0,0
446973,524,1,12/08/2013,1268,1,1,0,0,12199
516826,105,3,22/07/2015,507,1,0,0,0,4821
270278,704,4,18/09/2014,1185,1,1,0,0,10038
148834,753,3,30/07/2014,747,1,1,0,1,8225
279398,474,2,16/12/2014,1026,1,1,0,0,11303
666497,810,5,03/05/2013,578,1,1,0,0,5846
529785,911,5,13/06/2014,886,1,0,0,0,7441
459394,412,6,05/04/2014,847,1,0,0,0,7644
528933,46,4,11/06/2015,541,1,0,0,0,4973
323048,484,4,16/04/2015,716,1,1,0,1,7052
414092,296,1,13/10/2014,751,1,0,0,0,5999
141991,472,6,30/05/2015,705,1,0,0,0,7054
631079,160,7,08/06/2014,0,0,0,0,0,0
47841,422,1,12/01/2015,490,1,1,0,0,5445
484652,998,6,27/12/2014,448,1,0,0,0,4489
198169,465,4,26/12/2013,0,0,0,c,1,0
481520,47,7,17/11/2013,0,0,0,0,0,0
476230,536,7,01/02/2015,0,0,0,0,0,0
29841,39,7,01/02/2015,0,0,0,0,0,0
436495,69,4,28/05/2015,1070,1,0,0,0,8433
624439,297,7,17/05/2015,0,0,0,0,0,0
79946,161,5,11/07/2014,774,1,0,0,1,6828
166591,943,3,13/05/2015,716,1,0,0,0,6349
592588,207,5,03/10/2014,0,0,1,a,0,0
91910,105,2,28/07/2015,576,1,1,0,0,6701
125750,969,7,02/02/2014,0,0,0,0,0,0
702878,1097,4,15/08/2013,2042,1,1,0,1,10134
614418,778,5,10/04/2015,675,1,0,0,1,6181
98995,855,5,23/05/2014,664,1,1,0,0,6280
171600,184,2,09/04/2013,606,1,1,0,0,6467
359196,690,7,26/04/2015,0,0,0,0,0,0
172505,777,1,01/04/2013,0,0,0,b,1,0
334203,62,4,02/04/2015,987,1,1,0,1,10992
107682,866,3,18/12/2013,613,1,1,0,0,8056
492190,1100,4,30/05/2013,0,0,1,a,0,0
172134,781,4,02/01/2014,503,1,0,0,1,4597
502789,647,5,28/06/2013,741,1,0,0,1,6788
202923,73,6,15/02/2014,284,1,0,0,0,2507
452090,171,2,14/04/2015,1011,1,1,0,0,9379
270901,318,3,11/09/2013,794,1,1,0,0,7738
436108,672,2,19/08/2014,1493,1,1,0,1,11303
448423,81,5,10/05/2013,553,1,0,0,0,5517
528932,967,7,13/07/2014,0,0,0,0,0,0
619848,162,6,25/07/2015,538,1,0,0,0,5555
137544,579,2,02/07/2013,1084,1,1,0,0,9517
637789,60,6,28/09/2013,398,1,0,0,0,3976
421616,356,7,07/07/2013,0,0,0,0,0,0
510257,808,7,23/06/2013,0,0,0,0,0,0
147550,326,6,03/05/2014,506,1,0,0,0,4916
121442,811,5,20/09/2013,625,1,0,0,0,5063
516740,829,6,14/09/2013,786,1,0,0,0,6652
705268,1046,5,18/04/2014,0,0,1,b,0,0
483993,977,6,11/04/2015,387,1,0,0,0,3685
442069,403,1,17/11/2014,775,1,0,0,0,6376
158928,152,5,08/02/2013,692,1,1,0,0,7147
446002,785,7,05/10/2014,0,0,0,0,0,0
118396,60,1,21/01/2013,770,1,1,0,0,8407
12785,1069,7,12/07/2015,0,0,0,0,0,0
69653,1061,4,26/06/2014,482,1,0,0,0,4571
297582,104,5,21/11/2014,1135,1,0,0,0,8494
499799,756,2,22/10/2013,2428,1,1,0,1,16444
203085,78,7,14/09/2014,0,0,0,0,0,0
202531,572,5,21/06/2013,737,1,1,0,0,7009
62159,472,5,08/02/2013,786,1,1,0,0,7294
500868,320,5,10/05/2013,2312,1,0,0,1,14085
583172,636,6,16/03/2013,645,1,0,0,0,6047
21634,490,2,08/10/2013,1193,1,1,0,0,10240
157167,82,1,20/10/2014,1005,1,1,0,0,10454
469980,245,5,29/11/2013,948,1,0,0,0,8659
51620,445,7,13/07/2014,0,0,0,0,0,0
46784,429,2,26/02/2013,298,1,0,0,0,3234
250441,580,6,30/08/2014,1537,1,0,0,0,11088
273143,59,4,22/05/2014,559,1,1,0,0,5974
204577,193,7,21/12/2014,0,0,0,0,0,0
166412,447,6,19/04/2014,681,1,0,0,0,6143
634794,485,4,17/04/2014,572,1,1,0,1,6120
709380,76,3,28/05/2014,986,1,0,0,0,8069
325485,370,1,04/05/2015,769,1,1,0,0,9701
579603,1013,6,28/09/2013,259,1,0,0,0,2499
327400,944,3,17/04/2013,901,1,0,0,0,6547
663820,52,7,21/06/2015,0,0,0,0,0,0
35159,762,2,29/07/2014,416,1,1,0,0,4846
352458,110,5,06/06/2014,632,1,1,0,0,6522
469981,310,2,15/04/2014,876,1,1,0,0,9044
49358,848,7,03/02/2013,0,0,0,0,0,0
617192,402,4,15/05/2014,464,1,0,0,0,4409
237227,857,4,12/06/2014,788,1,0,0,0,6231
556590,544,7,20/04/2014,0,0,0,0,0,0
330483,254,4,02/01/2014,212,1,0,0,1,2533
658894,903,4,07/11/2013,764,1,1,0,0,7777
680752,1062,1,02/06/2014,797,1,1,0,0,8815
654592,210,7,07/04/2013,0,0,0,0,0,0
662382,712,4,22/08/2013,517,1,0,0,1,5066
464443,460,3,26/11/2014,343,1,1,0,0,4126
418360,719,5,22/11/2013,469,1,1,0,0,5521
29485,984,3,16/10/2013,777,1,0,0,0,5893
440774,716,2,03/02/2015,459,1,1,0,0,5659
666582,1072,2,03/06/2014,790,1,1,0,0,8082
102784,167,7,14/04/2013,0,0,0,0,0,0
523750,722,2,14/07/2015,1255,1,1,0,0,11369
1451,940,1,27/07/2015,936,1,1,0,1,10296
222224,963,6,27/07/2013,344,1,0,0,0,3140
411950,344,1,05/08/2013,1344,1,0,0,0,9373
307260,220,4,11/06/2015,532,1,0,0,0,4989
207938,456,3,01/07/2015,952,1,1,0,1,9075
646056,106,1,18/05/2015,1055,1,1,0,0,10609
128922,943,1,19/08/2013,613,1,0,0,1,5338
352750,516,2,09/12/2014,842,1,0,0,0,7736
508486,911,2,08/07/2014,734,1,0,0,0,6077
596192,941,1,14/10/2013,534,1,0,0,0,4847
205275,867,4,03/01/2013,392,1,0,0,1,4292
595919,703,7,11/08/2013,0,0,0,0,0,0
422498,83,4,01/01/2015,0,0,0,a,1,0
363870,328,3,14/01/2015,543,1,1,0,0,5710
43321,472,4,07/05/2015,717,1,1,0,0,7059
7913,540,5,15/05/2015,513,1,0,0,0,5249
333355,501,2,28/07/2015,614,1,1,0,0,6915
408191,813,2,21/07/2015,641,1,0,0,0,5310
110510,822,6,22/11/2014,691,1,0,0,0,6476
561205,586,2,26/03/2013,2530,1,1,0,1,16710
45018,754,4,09/04/2015,868,1,0,0,1,7533
116349,255,7,17/05/2015,0,0,0,0,0,0
514258,618,7,23/11/2014,0,0,0,0,0,0
127090,307,3,17/07/2013,328,1,1,0,1,3746
111390,1016,6,31/01/2015,488,1,0,0,0,5088
143648,439,3,17/09/2014,893,1,1,0,0,7831
187956,715,7,14/12/2014,0,0,0,0,0,0
647163,473,7,05/10/2014,0,0,0,0,0,0
684470,382,2,24/03/2015,514,1,0,0,0,4918
234094,186,5,23/08/2013,329,1,0,0,1,3214
364879,415,4,27/06/2013,485,1,0,0,0,4887
622546,946,6,11/10/2014,390,1,0,0,0,3337
212618,638,2,12/05/2015,436,1,0,0,0,4484
320846,916,2,10/09/2013,725,1,1,0,0,7104
656958,744,3,24/06/2015,772,1,0,0,0,6674
488877,804,7,31/05/2015,0,0,0,0,0,0
210440,810,3,26/11/2014,473,1,1,0,0,5443
237078,682,1,05/05/2014,2285,1,1,0,0,17018
372244,541,7,05/01/2014,0,0,0,0,0,0
605468,850,1,16/03/2015,857,1,1,0,0,9316
223681,1008,6,26/07/2014,583,1,0,0,0,5024
37329,542,7,11/08/2013,0,0,0,0,0,0
164496,487,5,28/02/2014,758,1,0,0,0,6750
152168,38,7,08/06/2014,0,0,0,0,0,0
655680,481,4,10/07/2014,444,1,0,0,0,4411
439558,588,2,11/11/2014,694,1,1,0,0,7140
477604,335,2,07/01/2014,3069,1,1,0,1,17321
162351,939,3,12/06/2013,446,1,0,0,0,4376
128192,328,3,20/05/2015,566,1,1,0,0,5912
269344,235,4,17/01/2013,424,1,0,0,0,4020
124927,1066,5,27/06/2014,1108,1,0,0,0,9397
458004,291,7,22/02/2015,0,0,0,0,0,0
142035,686,5,17/01/2014,721,1,0,0,0,6441
607986,798,3,27/02/2013,844,1,0,0,0,7097
651522,609,6,15/11/2014,275,1,0,0,0,2673
112308,210,1,27/10/2014,281,1,0,0,1,2745
173504,747,1,07/04/2014,575,1,0,0,0,5436
699529,863,6,02/05/2015,1050,1,0,0,0,9311
610932,565,2,12/11/2013,651,1,0,0,0,5305
694485,497,1,07/10/2013,1340,1,1,0,0,12090
262809,668,5,04/01/2013,1107,1,0,0,1,8139
339054,620,2,03/02/2015,759,1,1,0,0,7823
363850,254,6,01/06/2013,319,1,0,0,0,3252
259128,567,4,13/03/2014,668,1,0,0,0,5220
391584,688,3,10/09/2014,346,1,0,0,0,3449
591062,777,4,22/08/2013,248,1,0,0,1,2361
301394,245,6,18/04/2015,942,1,0,0,0,8045
181009,97,3,26/03/2014,626,1,0,0,0,5485
666771,994,1,02/02/2015,597,1,1,0,0,7133
572822,437,7,11/05/2014,0,0,0,0,0,0
523449,247,1,08/06/2015,668,1,0,0,0,6556
642586,923,4,04/12/2014,713,1,1,0,0,7578
247916,884,1,24/02/2014,410,1,0,0,0,3876
285947,533,7,06/01/2013,0,0,0,a,0,0
272358,40,3,08/10/2014,633,1,1,0,1,6037
601713,911,3,08/01/2014,883,1,1,0,0,8286
142125,504,5,11/10/2013,916,1,1,0,1,7835
417370,360,6,24/05/2014,528,1,0,0,0,5309
375785,263,5,08/03/2013,287,1,1,0,0,3328
631433,364,2,05/03/2013,429,1,1,0,0,4654
390631,555,1,06/01/2014,0,0,1,a,0,0
363205,166,1,01/07/2013,1025,1,1,0,0,10437
610707,978,5,24/04/2015,846,1,0,0,0,7196
246586,51,4,19/06/2014,0,0,1,a,1,0
295357,1033,1,27/07/2015,1542,1,1,0,1,16528
87522,999,4,07/08/2014,682,1,1,0,1,7074
77525,264,7,03/03/2013,0,0,0,0,0,0
686489,394,6,06/07/2013,728,1,0,0,1,6820
26329,206,1,16/12/2013,1287,1,1,0,0,14809
505819,247,5,22/03/2013,841,1,1,0,0,8094
174272,838,4,25/04/2013,755,1,1,0,0,6825
410166,322,4,11/06/2015,590,1,0,0,0,5551
422876,964,2,07/10/2014,1423,1,1,0,0,12187
670320,293,3,31/07/2013,1029,1,1,0,1,9978
606843,342,3,26/02/2014,735,1,0,0,0,5987
242276,724,5,05/06/2015,939,1,1,0,0,9151
694653,357,5,06/06/2014,1118,1,1,0,0,9629
490418,1109,4,13/06/2013,350,1,0,0,0,3583
142826,302,4,16/05/2013,308,1,1,0,0,3464
485788,656,1,06/04/2015,0,0,0,b,1,0
572889,516,5,08/11/2013,793,1,1,0,0,7584
694740,109,4,22/05/2014,699,1,1,0,0,6866
257440,617,1,22/07/2013,562,1,0,0,1,5103
451084,475,6,19/07/2014,873,1,0,0,0,7310
161411,580,5,07/02/2014,1327,1,1,0,0,10609
46174,402,6,19/07/2014,610,1,0,0,0,5793
38696,39,3,02/04/2014,782,1,1,0,0,7779
345415,1035,3,06/05/2015,554,1,1,0,0,6121
74424,1100,2,29/01/2013,579,1,0,0,0,4215
86488,676,6,15/03/2014,1155,1,0,0,0,8260
6480,559,3,10/09/2014,650,1,0,0,0,5263
655180,424,3,01/10/2014,893,1,1,0,0,8093
449629,352,7,29/12/2013,0,0,0,0,0,0
472519,791,5,11/07/2014,734,1,0,0,1,6594
549051,1094,7,28/06/2015,0,0,0,0,0,0
232360,69,4,10/07/2014,1019,1,0,0,0,7360
540677,760,7,13/04/2014,0,0,0,0,0,0
205722,763,3,25/02/2015,523,1,0,0,0,4849
683468,200,5,07/02/2014,930,1,1,0,0,8387
152312,1090,4,18/04/2013,724,1,0,0,0,6335
495922,526,5,05/06/2015,1433,1,1,0,0,12340
376150,543,7,04/05/2014,0,0,0,0,0,0
557237,756,7,15/12/2013,0,0,0,0,0,0
549014,905,7,17/02/2013,0,0,0,0,0,0
711428,767,1,11/02/2013,606,1,0,0,0,5046
448636,996,4,16/05/2013,732,1,1,0,0,7522
547143,566,4,14/03/2013,442,1,0,0,1,4078
413355,1007,1,11/11/2013,647,1,0,0,0,5152
121881,351,6,13/06/2015,506,1,0,0,0,5213
278315,28,7,07/06/2015,0,0,0,0,0,0
297659,439,4,28/11/2013,769,1,0,0,0,6764
47548,437,6,25/07/2015,898,1,0,0,0,7845
415379,83,6,05/01/2013,260,1,0,0,0,2546
69676,438,2,10/09/2013,625,1,1,0,0,6651
226728,256,5,20/09/2013,1009,1,0,0,0,7538
73451,652,7,27/10/2013,0,0,0,0,0,0
300493,441,6,26/04/2014,711,1,0,0,0,6247
142631,109,7,20/10/2013,0,0,0,0,0,0
27895,780,1,16/09/2013,795,1,0,0,0,6173
634430,187,7,13/04/2014,0,0,0,0,0,0
47214,562,6,28/12/2013,2485,1,0,0,1,16784
568508,77,5,21/06/2013,712,1,1,0,0,6993
374824,374,4,04/07/2013,883,1,1,0,1,8244
28527,499,3,17/07/2013,640,1,1,0,0,6387
594925,989,5,13/02/2015,657,1,0,0,0,5640
644653,198,2,29/07/2014,498,1,1,0,1,5838
298064,627,2,20/01/2015,503,1,0,0,0,4642
409485,171,2,14/05/2013,1069,1,1,0,0,9325
45877,914,3,08/07/2015,1042,1,0,0,0,8264
528620,992,2,10/03/2015,639,1,0,0,0,5437
10871,1036,2,07/04/2015,503,1,0,0,1,4846
354178,705,3,27/02/2013,874,1,0,0,0,6941
47395,50,6,24/08/2013,337,1,0,0,0,3508
281899,1051,7,19/05/2013,0,0,0,0,0,0
19317,718,2,05/02/2013,1083,1,1,0,0,9953
440661,734,6,07/09/2013,303,1,0,0,0,2827
381524,440,1,16/03/2015,757,1,1,0,0,8377
322927,855,4,04/09/2014,564,1,1,0,1,5613
592613,963,7,08/02/2015,0,0,0,0,0,0
468245,46,7,22/09/2013,0,0,0,0,0,0
459489,568,1,29/06/2015,491,1,1,0,0,6207
106629,827,4,07/08/2014,1847,1,1,0,1,14712
706850,153,3,25/02/2015,521,1,0,0,0,5090
383071,131,2,10/12/2013,586,1,0,0,0,5608
221747,1088,4,01/08/2013,573,1,1,0,1,6500
526885,567,5,01/03/2013,700,1,0,0,0,6043
519111,35,5,05/12/2014,957,1,1,0,0,9962
354455,69,7,01/06/2014,0,0,0,0,0,0
280758,252,6,18/04/2015,730,1,0,0,0,7240
399001,1004,1,08/06/2015,470,1,0,0,0,4531
385892,642,5,07/02/2014,504,1,1,0,0,5466
513098,1067,2,03/03/2015,500,1,1,0,0,5923
432243,519,3,05/02/2014,511,1,1,0,0,5790
351959,512,4,23/05/2013,1081,1,0,0,1,7303
175071,83,3,04/09/2013,308,1,0,0,0,3122
67735,102,7,22/09/2013,0,0,0,0,0,0
228283,288,6,09/11/2013,460,1,0,0,0,4531
271220,1086,1,29/12/2014,705,1,0,0,1,6672
649564,505,5,16/05/2014,514,1,0,0,0,4904
330387,727,7,21/09/2014,0,0,0,0,0,0
694945,1023,6,29/06/2013,772,1,0,0,0,7048
184352,620,4,07/11/2013,678,1,1,0,0,6725
125243,877,1,06/07/2015,920,1,0,0,0,7607
226136,293,5,24/01/2014,847,1,1,0,0,7735
197087,754,4,01/05/2014,0,0,1,a,1,0
359575,113,3,04/03/2015,594,1,1,0,0,6384
138332,256,2,24/02/2015,887,1,0,0,0,6725
173246,35,1,20/07/2015,660,1,0,0,1,6541
159628,976,1,04/11/2013,998,1,1,0,0,10176
629627,908,7,14/04/2013,0,0,0,0,0,0
199720,994,2,02/04/2013,428,1,0,0,1,4238
281545,795,7,05/05/2013,0,0,0,0,0,0
438544,222,6,15/03/2014,338,1,0,0,0,3265
62866,348,4,30/05/2013,0,0,1,a,1,0
33093,517,1,02/03/2015,893,1,1,0,0,9909
482640,151,6,10/05/2014,587,1,0,0,0,6048
83613,384,1,05/05/2014,1488,1,1,0,0,14525
72633,120,4,26/09/2013,677,1,1,0,0,6408
171205,708,7,01/03/2015,0,0,0,0,0,0
687604,91,3,11/02/2015,411,1,0,0,0,4128
533073,1039,2,31/03/2015,949,1,1,0,1,10677
506286,454,6,15/11/2014,230,1,0,0,0,2052
188403,838,5,08/08/2014,825,1,1,0,1,7544
107046,614,2,30/09/2014,1016,1,1,0,0,9923
159358,624,6,28/06/2014,422,1,0,0,0,4262
9147,1066,3,29/04/2015,1107,1,1,0,0,10522
585711,556,1,16/12/2013,1386,1,1,0,0,15192
690830,119,2,11/03/2014,619,1,0,0,0,5345
558854,238,7,26/07/2015,0,0,0,0,0,0
70522,435,1,01/07/2013,560,1,1,0,0,6703
283103,9,5,19/07/2013,660,1,1,0,0,6322
486980,23,4,01/05/2014,0,0,1,a,0,0
531259,334,5,07/11/2014,636,1,1,0,0,6200
120049,388,1,28/01/2013,1001,1,0,0,0,7625
124540,515,6,15/11/2014,922,1,0,0,0,7786
359082,66,1,06/04/2015,0,0,0,b,1,0
621224,149,6,07/09/2013,311,1,0,0,0,3066
568719,148,6,16/03/2013,757,1,0,0,0,6997
291623,514,6,01/02/2014,546,1,0,0,0,5563
230130,371,6,10/01/2015,529,1,0,0,0,5868
